y_real,y_predicha,probabilidad,correcto
2,2,0.976671,1
1,1,0.957006,1
1,1,0.687167,1
0,0,0.9877,1
1,1,0.942737,1
1,1,0.850412,1
2,2,0.977339,1
1,1,0.86084,1
2,2,0.975178,1
1,2,0.524164,0
1,1,0.664195,1
1,0,0.625805,0
2,2,0.993688,1
0,1,0.535524,0
2,2,0.757686,1
0,0,0.972909,1
1,1,0.955706,1
1,1,0.629825,1
2,2,0.995556,1
0,0,0.877847,1
2,2,0.992375,1
2,2,0.764574,1
1,2,0.649259,0
1,1,0.86605,1
2,2,0.777414,1
2,2,0.989617,1
1,1,0.749551,1
2,2,0.989773,1
1,0,0.612302,0
0,0,0.772338,1
2,2,0.970254,1
1,1,0.956475,1
1,1,0.948585,1
2,2,0.976796,1
2,2,0.810262,1
2,2,0.752434,1
2,2,0.533127,1
2,2,0.802686,1
0,1,0.559798,0
1,1,0.76494,1
0,0,0.541301,1
1,1,0.844037,1
0,0,0.973594,1
1,1,0.787642,1
0,0,0.755263,1
2,2,0.994141,1
0,0,0.993016,1
2,2,0.992046,1
1,1,0.820904,1
2,2,0.682373,1
1,0,0.750294,0
2,2,0.671814,1
1,1,0.597188,1
0,0,0.699647,1
0,0,0.89524,1
2,2,0.977328,1
2,1,0.561457,0
0,0,0.97786,1
0,0,0.993073,1
2,2,0.979014,1
0,0,0.873977,1
0,0,0.607988,1
0,0,0.98966,1
2,2,0.971039,1
0,0,0.991423,1
2,2,0.979704,1
0,0,0.987467,1
1,0,0.623999,0
1,1,0.694528,1
2,2,0.97939,1
1,1,0.947864,1
1,1,0.648992,1
0,0,0.853856,1
1,1,0.924707,1
0,0,0.979426,1
2,2,0.978691,1
1,1,0.958198,1
1,0,0.654446,0
0,0,0.983555,1
0,0,0.979259,1
2,2,0.992608,1
2,2,0.864166,1
1,1,0.957474,1
0,0,0.851641,1
2,2,0.821965,1
2,2,0.979543,1
2,2,0.763911,1
1,1,0.777741,1
0,0,0.9795,1
0,0,0.991517,1
1,1,0.95414,1
0,0,0.963681,1
1,1,0.943806,1
1,1,0.657577,1
2,1,0.576608,0
1,1,0.957903,1
0,0,0.820861,1
1,1,0.645327,1
0,0,0.509673,1
1,1,0.592471,1
0,0,0.981189,1
0,0,0.9901,1
0,0,0.988443,1
1,1,0.905898,1
0,0,0.995013,1
2,2,0.995037,1
2,2,0.986639,1
1,1,0.935669,1
0,0,0.985969,1
1,1,0.948804,1
2,2,0.990284,1
0,0,0.990047,1
2,2,0.984803,1
2,2,0.968792,1
0,0,0.984849,1
0,0,0.679875,1
2,2,0.981282,1
2,2,0.807828,1
0,0,0.988097,1
1,1,0.66837,1
2,2,0.740233,1
2,2,0.807685,1
2,2,0.765679,1
1,2,0.511772,0
2,2,0.974331,1
2,2,0.981301,1
1,1,0.63355,1
2,2,0.988875,1
0,0,0.994614,1
0,0,0.993583,1
0,0,0.994289,1
2,2,0.96628,1
2,2,0.988481,1
1,1,0.741588,1
1,1,0.957395,1
0,0,0.638874,1
2,2,0.979317,1
2,2,0.976704,1
1,2,0.557375,0
2,2,0.991791,1
2,2,0.98757,1
2,2,0.975054,1
0,0,0.995013,1
2,2,0.990645,1
1,1,0.71538,1
2,2,0.714296,1
1,2,0.535278,0
2,2,0.982551,1
2,2,0.846631,1
0,0,0.755623,1
1,1,0.92626,1
0,0,0.98881,1
0,0,0.832738,1
1,2,0.634849,0
0,0,0.840058,1
1,1,0.807052,1
2,2,0.710822,1
2,2,0.97307,1
1,1,0.696625,1
2,2,0.802522,1
1,1,0.952687,1
2,2,0.974365,1
0,0,0.989754,1
1,0,0.600512,0
1,1,0.795987,1
2,2,0.988024,1
0,0,0.977472,1
2,2,0.969491,1
1,1,0.50294,1
0,0,0.985759,1
2,2,0.776114,1
2,2,0.975015,1
1,1,0.71758,1
0,0,0.792524,1
0,0,0.987745,1
2,2,0.993622,1
2,2,0.995745,1
1,1,0.958216,1
2,2,0.978671,1
0,0,0.97603,1
1,0,0.604314,0
2,2,0.992094,1
1,1,0.78623,1
2,2,0.992045,1
2,2,0.970696,1
2,2,0.985227,1
0,0,0.895888,1
0,0,0.5416,1
0,0,0.552621,1
2,2,0.638531,1
0,0,0.970739,1
2,2,0.987177,1
1,1,0.727962,1
0,1,0.643383,0
1,1,0.704174,1
0,0,0.989293,1
0,0,0.98915,1
1,1,0.956128,1
0,0,0.973221,1
0,0,0.985184,1
1,1,0.954476,1
0,0,0.751515,1
1,1,0.651968,1
1,2,0.65603,0
0,0,0.78008,1
2,2,0.989505,1
2,2,0.984415,1
1,1,0.94404,1
1,1,0.680249,1
0,0,0.981698,1
0,0,0.97672,1
0,0,0.790303,1
2,2,0.99045,1
0,0,0.734126,1
0,0,0.782548,1
0,0,0.991195,1
2,2,0.98756,1
1,1,0.956678,1
0,0,0.990657,1
2,2,0.967317,1
0,0,0.994715,1
1,1,0.806578,1
0,0,0.980484,1
1,1,0.64228,1
2,2,0.763398,1
0,0,0.991378,1
2,2,0.992823,1
2,2,0.813971,1
0,0,0.972808,1
2,2,0.968903,1
0,0,0.984702,1
0,0,0.988571,1
2,2,0.985328,1
2,2,0.742954,1
2,2,0.818053,1
2,2,0.756244,1
2,2,0.988954,1
0,0,0.982191,1
2,2,0.744628,1
1,0,0.513376,0
1,1,0.936339,1
1,1,0.802162,1
2,2,0.77293,1
2,2,0.828869,1
0,0,0.965723,1
0,0,0.541807,1
1,1,0.760006,1
1,0,0.539365,0
0,0,0.588117,1
2,2,0.882383,1
1,1,0.94163,1
1,1,0.92771,1
0,0,0.993583,1
0,0,0.979125,1
1,1,0.601341,1
2,2,0.986471,1
0,0,0.746902,1
0,0,0.782263,1
0,0,0.527909,1
0,1,0.716574,0
0,0,0.984405,1
1,1,0.816269,1
0,0,0.8657,1
1,1,0.956498,1
2,2,0.976801,1
0,0,0.655383,1
2,2,0.972644,1
0,0,0.980198,1
2,2,0.875695,1
2,2,0.85976,1
1,1,0.95358,1
0,0,0.975773,1
0,0,0.812504,1
2,2,0.975505,1
0,0,0.987013,1
1,1,0.719384,1
1,1,0.647442,1
0,0,0.958468,1
0,1,0.675435,0
1,1,0.899865,1
0,0,0.984993,1
0,0,0.989071,1
1,1,0.508064,1
1,1,0.729839,1
2,2,0.983103,1
0,0,0.542862,1
1,1,0.956933,1
1,1,0.77789,1
1,1,0.953263,1
2,2,0.983972,1
2,2,0.990726,1
2,2,0.557536,1
2,2,0.978285,1
0,1,0.747986,0
0,0,0.984737,1
2,2,0.836,1
2,2,0.979955,1
2,2,0.974838,1
0,0,0.975289,1
0,0,0.971788,1
0,0,0.972999,1
0,1,0.654229,0
0,0,0.982899,1
1,1,0.940146,1
2,2,0.988445,1
1,1,0.825784,1
2,2,0.992641,1
1,1,0.954405,1
2,2,0.748638,1
1,1,0.941208,1
1,1,0.938534,1
0,0,0.975961,1
2,2,0.976724,1
0,0,0.980279,1
0,0,0.990997,1
2,2,0.807137,1
2,2,0.698453,1
2,2,0.626069,1
2,2,0.756786,1
0,1,0.577007,0
0,0,0.557901,1
2,2,0.764885,1
0,0,0.969371,1
1,1,0.738624,1
0,0,0.990783,1
2,2,0.977901,1
0,0,0.983798,1
2,2,0.995685,1
1,1,0.951493,1
2,2,0.993911,1
2,2,0.861022,1
1,1,0.948168,1
1,1,0.902344,1
0,0,0.607694,1
0,0,0.991696,1
1,1,0.709832,1
1,1,0.793413,1
0,0,0.988325,1
2,2,0.630436,1
0,0,0.51661,1
2,2,0.989126,1
1,1,0.948898,1
0,0,0.990577,1
1,1,0.797656,1
0,0,0.988558,1
2,2,0.743957,1
0,0,0.97654,1
2,2,0.99291,1
0,0,0.980407,1
2,2,0.635193,1
1,1,0.953906,1
1,1,0.928562,1
1,1,0.844898,1
0,0,0.983325,1
0,0,0.971585,1
1,1,0.946835,1
1,1,0.944706,1
2,2,0.970887,1
1,1,0.954369,1
2,2,0.802318,1
2,2,0.752447,1
2,2,0.980853,1
0,0,0.982765,1
0,0,0.985368,1
1,1,0.957723,1
0,0,0.984993,1
2,2,0.9953,1
1,1,0.802904,1
0,0,0.985346,1
0,0,0.978531,1
0,0,0.821196,1
0,0,0.981431,1
0,0,0.770647,1
1,1,0.705805,1
0,0,0.995099,1
2,2,0.972776,1
0,0,0.827224,1
1,1,0.801033,1
0,0,0.979886,1
1,1,0.956304,1
0,0,0.966906,1
1,1,0.954545,1
1,1,0.957797,1
0,0,0.992609,1
2,2,0.994208,1
0,0,0.971889,1
0,0,0.827351,1
2,2,0.7444,1
0,0,0.627051,1
2,2,0.842629,1
0,0,0.976577,1
1,1,0.945159,1
1,1,0.949529,1
0,0,0.886103,1
1,1,0.698272,1
1,1,0.591996,1
2,2,0.973965,1
0,0,0.992006,1
0,0,0.994222,1
0,0,0.964168,1
2,2,0.78843,1
1,1,0.826309,1
0,0,0.989537,1
2,2,0.984257,1
0,0,0.966969,1
1,1,0.95143,1
1,1,0.950011,1
1,1,0.938753,1
1,2,0.544328,0
2,2,0.682416,1
2,2,0.724887,1
0,0,0.964346,1
1,1,0.929376,1
1,1,0.603793,1
0,0,0.99215,1
1,1,0.947517,1
1,1,0.697301,1
2,2,0.994336,1
2,2,0.806033,1
1,1,0.949017,1
1,1,0.55941,1
0,0,0.993712,1
1,1,0.942156,1
2,2,0.98317,1
1,1,0.820383,1
2,2,0.566508,1
1,1,0.952341,1
0,0,0.729836,1
0,0,0.973946,1
0,0,0.987299,1
1,1,0.812594,1
0,0,0.83679,1
2,2,0.776608,1
0,0,0.972797,1
1,1,0.528549,1
0,0,0.710863,1
0,0,0.978883,1
1,1,0.955404,1
1,1,0.714492,1
1,1,0.669858,1
0,0,0.634462,1
0,0,0.986577,1
1,0,0.719947,0
2,2,0.997148,1
0,0,0.970757,1
1,1,0.559365,1
1,1,0.955549,1
2,2,0.843773,1
0,0,0.984446,1
2,2,0.740629,1
1,1,0.956728,1
2,2,0.994982,1
2,2,0.885232,1
2,2,0.988355,1
1,1,0.779432,1
1,1,0.666154,1
2,2,0.990968,1
1,1,0.738926,1
0,1,0.70454,0
1,1,0.947314,1
0,0,0.993732,1
1,1,0.933439,1
2,2,0.981979,1
1,1,0.941973,1
2,2,0.995066,1
0,0,0.982126,1
1,1,0.542171,1
0,0,0.508495,1
1,1,0.738548,1
0,0,0.977502,1
1,2,0.57476,0
2,2,0.983499,1
1,1,0.956504,1
0,0,0.983242,1
0,1,0.508051,0
2,2,0.765728,1
2,2,0.987902,1
2,2,0.978239,1
2,2,0.690286,1
1,1,0.9538,1
1,1,0.754693,1
2,2,0.968866,1
1,1,0.957726,1
0,0,0.982469,1
0,0,0.991497,1
1,1,0.956374,1
0,0,0.913899,1
1,1,0.902608,1
2,2,0.9909,1
1,2,0.647621,0
0,0,0.97687,1
0,0,0.993284,1
0,0,0.96913,1
2,2,0.615995,1
2,2,0.7133,1
2,2,0.714804,1
2,2,0.838044,1
1,1,0.954593,1
0,0,0.85651,1
0,0,0.977984,1
0,0,0.992311,1
2,2,0.873276,1
0,0,0.932776,1
1,1,0.949434,1
2,1,0.604467,0
0,0,0.989332,1
2,2,0.993719,1
2,2,0.74513,1
2,2,0.742218,1
1,1,0.845591,1
1,1,0.75458,1
2,2,0.992823,1
2,2,0.982281,1
2,2,0.972412,1
2,2,0.991814,1
2,2,0.984581,1
0,0,0.980191,1
1,1,0.838887,1
1,1,0.956088,1
2,2,0.972753,1
1,1,0.952785,1
1,2,0.734441,0
2,2,0.972744,1
1,1,0.576797,1
0,1,0.670703,0
0,0,0.561205,1
0,0,0.907011,1
2,2,0.81028,1
0,0,0.710305,1
2,2,0.989806,1
1,1,0.956541,1
1,0,0.526,0
2,2,0.996876,1
0,0,0.988795,1
0,0,0.825516,1
1,2,0.54405,0
1,1,0.778005,1
0,0,0.962492,1
1,1,0.660823,1
0,1,0.518697,0
0,0,0.990714,1
2,2,0.983796,1
2,2,0.692199,1
1,1,0.556527,1
1,1,0.759204,1
1,1,0.958495,1
1,1,0.667061,1
0,0,0.856164,1
0,0,0.991428,1
1,1,0.953604,1
0,0,0.973688,1
1,1,0.537952,1
0,0,0.584777,1
0,1,0.559798,0
2,2,0.977224,1
1,0,0.671253,0
0,0,0.991029,1
0,0,0.984934,1
2,2,0.995694,1
1,1,0.954142,1
0,0,0.777981,1
2,2,0.991545,1
0,1,0.693474,0
0,0,0.992646,1
1,1,0.635106,1
2,2,0.992531,1
0,0,0.989035,1
0,0,0.572445,1
1,0,0.663213,0
1,0,0.532409,0
1,1,0.684317,1
0,0,0.991895,1
2,2,0.960774,1
2,2,0.86535,1
2,2,0.992267,1
1,1,0.858992,1
1,1,0.65336,1
1,1,0.958271,1
2,2,0.763398,1
1,1,0.770331,1
0,0,0.991964,1
2,2,0.710822,1
1,1,0.737281,1
0,0,0.987021,1
2,2,0.987015,1
0,1,0.604643,0
0,0,0.967615,1
0,0,0.984155,1
2,2,0.993245,1
0,0,0.734622,1
1,1,0.697414,1
0,0,0.798866,1
2,2,0.988327,1
1,1,0.815393,1
1,1,0.956521,1
0,1,0.526604,0
0,0,0.707487,1
0,0,0.991948,1
1,1,0.954896,1
0,0,0.785896,1
1,1,0.661623,1
0,0,0.986119,1
2,2,0.991519,1
1,1,0.956544,1
0,0,0.964907,1
1,1,0.644158,1
0,0,0.835962,1
2,2,0.994749,1
1,1,0.789805,1
2,2,0.979391,1
0,0,0.824557,1
0,0,0.988373,1
0,0,0.84611,1
2,2,0.984244,1
1,1,0.924465,1
0,0,0.916701,1
1,1,0.95793,1
1,1,0.805616,1
1,1,0.955996,1
0,0,0.990235,1
2,2,0.792515,1
1,1,0.956659,1
1,1,0.811269,1
2,2,0.7386,1
0,0,0.895057,1
0,0,0.993146,1
1,1,0.954597,1
1,1,0.851691,1
0,0,0.517648,1
2,2,0.994278,1
1,1,0.643223,1
2,2,0.973893,1
2,2,0.818136,1
2,2,0.978506,1
2,2,0.994164,1
2,2,0.977005,1
1,1,0.95476,1
1,1,0.949933,1
1,1,0.950627,1
2,2,0.980968,1
0,0,0.929525,1
2,2,0.990652,1
2,2,0.577178,1
2,2,0.982007,1
1,1,0.800308,1
2,2,0.995965,1
1,1,0.957374,1
2,2,0.996214,1
0,0,0.873977,1
2,2,0.991227,1
0,0,0.842801,1
0,0,0.966535,1
2,2,0.995456,1
1,1,0.757911,1
2,2,0.992045,1
0,0,0.983617,1
2,2,0.807828,1
0,0,0.976647,1
0,0,0.618299,1
1,1,0.669662,1
0,0,0.990605,1
2,2,0.991458,1
1,1,0.953137,1
0,0,0.818955,1
2,2,0.986199,1
0,0,0.983596,1
0,0,0.96638,1
1,1,0.851693,1
0,1,0.575834,0
2,2,0.985208,1
1,1,0.728205,1
0,0,0.989167,1
0,0,0.990798,1
2,2,0.973881,1
2,2,0.993249,1
2,2,0.731141,1
1,1,0.944585,1
1,1,0.623577,1
2,2,0.993928,1
0,0,0.836026,1
1,1,0.890187,1
1,1,0.956444,1
0,0,0.991587,1
1,1,0.948149,1
1,1,0.957211,1
0,0,0.8564,1
1,1,0.906194,1
0,0,0.973645,1
0,1,0.516564,0
2,2,0.604255,1
0,0,0.859082,1
1,1,0.9375,1
0,0,0.963575,1
1,0,0.579872,0
1,1,0.957171,1
2,2,0.973453,1
1,1,0.786139,1
1,1,0.952762,1
0,0,0.981611,1
2,2,0.972816,1
1,1,0.668509,1
1,2,0.619586,0
0,0,0.965699,1
2,2,0.995034,1
1,1,0.934884,1
1,1,0.795453,1
1,1,0.791715,1
1,1,0.954873,1
1,0,0.543068,0
0,0,0.986846,1
1,1,0.949278,1
0,0,0.989372,1
2,2,0.971249,1
1,1,0.939009,1
1,0,0.539922,0
0,0,0.979275,1
1,0,0.650019,0
1,1,0.651552,1
1,1,0.79126,1
0,0,0.539379,1
1,1,0.723446,1
0,1,0.556207,0
2,2,0.972437,1
2,2,0.990769,1
1,2,0.674763,0
1,1,0.644491,1
2,1,0.609168,0
0,0,0.771192,1
0,0,0.65733,1
2,2,0.752724,1
1,1,0.944383,1
0,0,0.988837,1
0,0,0.987404,1
2,2,0.729408,1
1,1,0.670992,1
2,2,0.989017,1
2,2,0.990734,1
0,0,0.966645,1
2,2,0.992608,1
2,2,0.64429,1
0,0,0.75072,1
1,1,0.857173,1
1,1,0.791735,1
0,0,0.974028,1
0,0,0.958468,1
1,1,0.674358,1
1,1,0.956612,1
1,1,0.737368,1
0,0,0.977968,1
0,0,0.973921,1
2,1,0.605021,0
1,1,0.936899,1
1,1,0.770816,1
1,1,0.957863,1
2,2,0.977813,1
0,0,0.979055,1
2,2,0.974909,1
2,2,0.992129,1
2,2,0.743283,1
2,2,0.989963,1
1,1,0.848803,1
2,2,0.982429,1
0,0,0.668117,1
1,1,0.941712,1
2,2,0.989077,1
1,1,0.767455,1
0,0,0.990203,1
2,2,0.980784,1
2,2,0.719593,1
2,2,0.97911,1
0,0,0.980023,1
1,1,0.52854,1
1,1,0.795457,1
0,0,0.798006,1
2,2,0.981446,1
2,2,0.995319,1
1,1,0.553385,1
0,0,0.527079,1
2,2,0.878141,1
0,0,0.971079,1
0,0,0.884095,1
0,0,0.989812,1
1,1,0.860111,1
0,0,0.99167,1
0,0,0.970434,1
0,0,0.990649,1
2,2,0.984905,1
2,2,0.985882,1
2,2,0.993249,1
2,2,0.996633,1
2,2,0.991355,1
1,1,0.943461,1
0,0,0.963378,1
2,2,0.875245,1
0,0,0.833376,1
2,2,0.849843,1
2,2,0.598242,1
0,0,0.65733,1
2,2,0.846047,1
0,0,0.990605,1
1,1,0.778123,1
2,2,0.989497,1
2,2,0.987705,1
0,0,0.968773,1
2,2,0.816676,1
2,2,0.988473,1
1,1,0.684772,1
2,2,0.749349,1
1,1,0.956725,1
1,0,0.554467,0
1,1,0.9486,1
0,0,0.741967,1
0,0,0.708195,1
2,2,0.703851,1
2,2,0.980926,1
1,1,0.8274,1
0,0,0.980367,1
1,0,0.497912,0
1,1,0.804072,1
1,2,0.615599,0
1,1,0.680712,1
0,1,0.549597,0
1,1,0.695988,1
2,2,0.976704,1
1,1,0.946637,1
0,0,0.783688,1
0,0,0.777981,1
1,1,0.945392,1
0,1,0.576478,0
1,1,0.938102,1
1,1,0.949803,1
0,0,0.99137,1
2,2,0.985001,1
0,0,0.984258,1
0,0,0.808615,1
2,2,0.841435,1
0,0,0.979576,1
1,1,0.577268,1
0,0,0.970303,1
1,1,0.820639,1
2,2,0.847296,1
1,1,0.66317,1
1,1,0.851185,1
2,1,0.580902,0
1,1,0.572474,1
2,2,0.612239,1
2,2,0.978618,1
2,2,0.764051,1
1,1,0.786961,1
2,2,0.818053,1
1,1,0.845166,1
1,2,0.52887,0
2,2,0.975204,1
2,2,0.889643,1
1,1,0.690345,1
0,0,0.990953,1
2,2,0.809976,1
1,1,0.585633,1
2,2,0.819399,1
0,1,0.655293,0
2,2,0.997045,1
2,2,0.577178,1
2,2,0.997077,1
2,2,0.982956,1
1,2,0.590759,0
1,1,0.741865,1
1,1,0.523447,1
2,2,0.994088,1
0,0,0.981624,1
0,0,0.992301,1
2,2,0.968177,1
2,2,0.986339,1
1,1,0.643312,1
1,1,0.531816,1
1,2,0.572463,0
1,1,0.954966,1
1,1,0.721361,1
2,2,0.985451,1
1,1,0.918004,1
1,1,0.657182,1
1,1,0.778351,1
1,1,0.748805,1
1,1,0.743416,1
0,0,0.992931,1
0,1,0.740598,0
0,1,0.632965,0
0,0,0.985708,1
2,2,0.991231,1
1,1,0.956727,1
2,2,0.97236,1
2,2,0.992375,1
2,2,0.9909,1
0,0,0.593569,1
2,2,0.995896,1
1,1,0.942311,1
1,1,0.957167,1
1,1,0.797125,1
2,2,0.993605,1
0,0,0.992763,1
0,1,0.542225,0
1,1,0.951138,1
2,2,0.748638,1
0,0,0.984963,1
2,2,0.994667,1
0,0,0.676686,1
1,1,0.864804,1
1,1,0.775691,1
0,0,0.760267,1
1,2,0.537003,0
1,0,0.589651,0
2,2,0.626079,1
2,2,0.987219,1
2,2,0.981328,1
0,0,0.592399,1
2,2,0.981486,1
0,0,0.987799,1
2,2,0.980657,1
0,0,0.978903,1
1,1,0.956167,1
0,0,0.979996,1
2,2,0.844833,1
1,1,0.556541,1
1,1,0.517671,1
0,0,0.984724,1
2,2,0.99572,1
0,0,0.973418,1
2,2,0.975123,1
2,2,0.77129,1
0,0,0.987507,1
2,2,0.992405,1
1,0,0.763442,0
2,2,0.69762,1
1,1,0.956578,1
2,2,0.980356,1
2,2,0.976285,1
0,0,0.892141,1
0,0,0.641023,1
2,2,0.870701,1
0,0,0.711233,1
1,1,0.946374,1
0,0,0.981814,1
2,2,0.974515,1
1,1,0.935226,1
0,0,0.991123,1
0,0,0.98396,1
1,1,0.541168,1
0,0,0.655178,1
1,2,0.598849,0
2,2,0.989179,1
0,0,0.990818,1
1,1,0.634384,1
1,1,0.949654,1
0,0,0.984225,1
0,0,0.993815,1
0,0,0.744707,1
0,0,0.978852,1
1,1,0.935863,1
2,2,0.557536,1
0,0,0.988325,1
1,1,0.954474,1
0,0,0.983133,1
1,1,0.820697,1
0,0,0.970434,1
1,1,0.670699,1
0,0,0.741998,1
2,2,0.85585,1
1,1,0.662722,1
1,1,0.501321,1
1,1,0.951575,1
2,2,0.974077,1
0,0,0.564458,1
2,2,0.997083,1
1,1,0.930837,1
1,1,0.512559,1
2,2,0.805423,1
0,0,0.737807,1
2,2,0.802272,1
2,2,0.835803,1
0,0,0.992445,1
2,2,0.981949,1
1,1,0.833264,1
0,0,0.77767,1
0,0,0.983498,1
2,2,0.835588,1
1,2,0.594292,0
1,1,0.764902,1
1,2,0.61469,0
1,1,0.61362,1
1,1,0.704111,1
1,1,0.955257,1
1,1,0.787788,1
0,0,0.977536,1
0,0,0.974686,1
2,2,0.844629,1
2,2,0.992248,1
0,0,0.985705,1
0,0,0.985356,1
1,1,0.948442,1
0,1,0.516361,0
1,1,0.95671,1
1,1,0.763336,1
1,1,0.648376,1
0,0,0.988447,1
2,2,0.992255,1
2,1,0.751234,0
2,2,0.991374,1
1,1,0.957145,1
1,1,0.657917,1
2,2,0.995294,1
0,1,0.747089,0
2,2,0.994421,1
1,1,0.816346,1
0,0,0.985346,1
0,0,0.978043,1
1,1,0.530679,1
0,0,0.877573,1
1,1,0.950327,1
1,1,0.729141,1
2,2,0.982829,1
0,0,0.987507,1
0,0,0.527909,1
1,1,0.630847,1
0,0,0.990904,1
1,1,0.947838,1
0,0,0.766347,1
1,1,0.938813,1
