y_real,y_predicha,probabilidad,correcto
0,0,0.68642,1
2,2,0.967761,1
0,0,0.980824,1
2,2,0.991487,1
0,0,0.980362,1
1,1,0.972276,1
1,1,0.972445,1
2,2,0.990503,1
2,2,0.995429,1
0,0,0.980707,1
0,0,0.980409,1
2,2,0.992946,1
1,1,0.971008,1
2,2,0.972127,1
2,2,0.900132,1
1,1,0.972498,1
1,1,0.733677,1
0,0,0.980463,1
0,0,0.98022,1
0,1,0.563339,0
2,1,0.602261,0
0,0,0.98137,1
2,2,0.608632,1
2,2,0.990442,1
1,1,0.971571,1
0,0,0.980794,1
2,2,0.926714,1
2,2,0.992899,1
1,1,0.972776,1
1,1,0.971338,1
1,1,0.971775,1
1,1,0.972047,1
0,0,0.981092,1
1,1,0.600287,1
1,1,0.971357,1
2,2,0.989765,1
1,1,0.972247,1
2,2,0.976022,1
0,0,0.980819,1
0,0,0.981243,1
1,1,0.97201,1
2,2,0.992585,1
2,2,0.980851,1
1,1,0.972388,1
2,2,0.991359,1
1,1,0.972022,1
0,0,0.98097,1
1,1,0.972371,1
2,2,0.990597,1
0,0,0.980897,1
0,0,0.981298,1
1,1,0.972153,1
0,0,0.98022,1
1,1,0.971942,1
1,1,0.972519,1
2,2,0.991543,1
2,2,0.979257,1
0,0,0.981021,1
0,0,0.980921,1
0,0,0.980801,1
2,2,0.975277,1
2,2,0.9932,1
1,1,0.972247,1
0,1,0.633825,0
2,2,0.994863,1
2,2,0.982146,1
2,2,0.993179,1
0,0,0.980857,1
2,2,0.993177,1
2,2,0.993286,1
2,2,0.992129,1
0,0,0.981255,1
1,1,0.971713,1
1,1,0.97218,1
0,0,0.980568,1
1,1,0.972353,1
1,1,0.972066,1
2,2,0.575698,1
1,1,0.972448,1
2,2,0.974563,1
0,0,0.980887,1
1,1,0.971901,1
0,0,0.981099,1
2,2,0.981112,1
1,1,0.972181,1
1,1,0.972024,1
1,2,0.451401,0
0,0,0.981255,1
2,2,0.992274,1
0,0,0.86094,1
2,2,0.975345,1
1,1,0.972158,1
2,2,0.979492,1
2,2,0.994326,1
2,2,0.925039,1
2,2,0.989337,1
0,0,0.981423,1
0,0,0.981139,1
2,2,0.965749,1
0,0,0.98103,1
1,1,0.972119,1
0,0,0.981559,1
2,2,0.976357,1
0,0,0.98093,1
2,2,0.9782,1
1,1,0.972083,1
2,2,0.977479,1
0,0,0.981106,1
0,1,0.605778,0
0,0,0.980844,1
0,0,0.864839,1
1,1,0.972278,1
0,0,0.980951,1
2,2,0.975225,1
1,1,0.972519,1
0,0,0.981164,1
2,2,0.975781,1
0,0,0.981183,1
0,0,0.98099,1
2,2,0.968795,1
2,2,0.948256,1
1,1,0.97266,1
0,1,0.490717,0
1,1,0.972429,1
1,1,0.972762,1
1,1,0.972323,1
2,2,0.958171,1
0,0,0.980395,1
0,0,0.980834,1
1,1,0.97165,1
1,1,0.972556,1
2,2,0.971459,1
0,0,0.981054,1
0,0,0.980587,1
1,1,0.972575,1
0,0,0.980603,1
0,0,0.980507,1
2,2,0.99114,1
0,0,0.981483,1
0,0,0.981192,1
1,1,0.971527,1
2,2,0.969079,1
0,0,0.98072,1
0,0,0.656737,1
0,0,0.980592,1
2,2,0.96689,1
2,2,0.990339,1
2,2,0.990262,1
1,1,0.971668,1
0,0,0.981109,1
2,2,0.99083,1
2,2,0.989865,1
0,0,0.980885,1
2,2,0.990221,1
1,1,0.971632,1
1,1,0.972028,1
0,0,0.981223,1
1,1,0.97161,1
0,0,0.980873,1
1,1,0.971694,1
1,1,0.971659,1
2,2,0.990102,1
2,2,0.97835,1
0,0,0.980796,1
1,1,0.972469,1
2,2,0.991457,1
1,1,0.971743,1
1,1,0.972437,1
2,2,0.97523,1
0,0,0.980795,1
1,1,0.972059,1
2,2,0.983208,1
1,1,0.971641,1
0,0,0.981159,1
1,1,0.972264,1
0,0,0.925716,1
2,2,0.975384,1
0,0,0.981099,1
2,2,0.981176,1
0,0,0.980948,1
2,2,0.993789,1
0,0,0.981215,1
2,1,0.555438,0
0,0,0.980964,1
1,1,0.972454,1
0,0,0.980792,1
2,2,0.965595,1
1,1,0.389709,1
1,1,0.972396,1
2,2,0.974672,1
1,1,0.692389,1
2,2,0.970508,1
1,1,0.971556,1
1,1,0.624993,1
0,0,0.980934,1
0,0,0.980654,1
0,0,0.980534,1
0,0,0.981062,1
2,2,0.978511,1
1,1,0.972468,1
1,1,0.971707,1
1,1,0.971899,1
2,2,0.967513,1
2,2,0.974927,1
1,1,0.971236,1
2,2,0.994899,1
1,1,0.972396,1
0,0,0.981249,1
1,1,0.972576,1
1,1,0.972264,1
0,0,0.980886,1
1,1,0.477562,1
1,1,0.972385,1
0,0,0.981217,1
2,2,0.991391,1
1,1,0.972232,1
0,0,0.980813,1
1,1,0.972793,1
1,1,0.972353,1
1,2,0.411599,0
1,1,0.971846,1
2,2,0.993228,1
1,1,0.972545,1
0,0,0.864683,1
1,1,0.97191,1
1,1,0.972394,1
1,1,0.972285,1
1,1,0.972666,1
1,1,0.971835,1
2,2,0.991525,1
0,0,0.981532,1
2,2,0.991504,1
0,0,0.980952,1
0,0,0.981002,1
2,2,0.973733,1
1,1,0.972112,1
2,2,0.989878,1
1,1,0.971916,1
2,2,0.879595,1
0,0,0.980887,1
1,1,0.972181,1
1,1,0.972056,1
2,2,0.938986,1
0,0,0.980802,1
0,0,0.980956,1
1,1,0.972289,1
1,1,0.971603,1
2,2,0.963795,1
2,2,0.992326,1
1,1,0.970401,1
2,2,0.991,1
0,0,0.98092,1
0,0,0.98099,1
1,1,0.97151,1
2,2,0.972898,1
1,1,0.97234,1
2,2,0.962911,1
2,2,0.991606,1
2,2,0.973902,1
1,1,0.972028,1
1,2,0.652377,0
0,0,0.752498,1
0,0,0.980168,1
0,0,0.98056,1
2,2,0.989035,1
1,1,0.972176,1
1,1,0.972028,1
2,2,0.974555,1
0,0,0.980555,1
0,0,0.981304,1
1,1,0.568529,1
2,1,0.49416,0
1,1,0.971576,1
2,2,0.978923,1
1,1,0.971798,1
2,2,0.978234,1
1,0,0.541946,0
1,1,0.972543,1
2,2,0.994828,1
2,2,0.975901,1
0,0,0.981042,1
1,1,0.972727,1
2,2,0.991505,1
1,1,0.972708,1
0,0,0.981411,1
2,2,0.990236,1
2,2,0.975545,1
1,1,0.971593,1
2,2,0.980577,1
0,0,0.981258,1
1,1,0.972474,1
1,1,0.971803,1
2,2,0.993466,1
2,2,0.991574,1
0,0,0.980884,1
1,1,0.972598,1
1,1,0.972008,1
0,0,0.981041,1
1,1,0.972669,1
1,1,0.972417,1
0,0,0.980958,1
1,1,0.63299,1
1,1,0.972203,1
1,1,0.971214,1
0,0,0.981408,1
1,1,0.971419,1
2,2,0.995495,1
1,1,0.971801,1
1,1,0.97154,1
0,0,0.980996,1
2,2,0.80246,1
1,1,0.972628,1
1,1,0.972644,1
0,0,0.980996,1
2,2,0.772402,1
2,2,0.728695,1
2,2,0.96241,1
2,2,0.965502,1
0,1,0.652313,0
1,1,0.972399,1
2,2,0.889149,1
1,1,0.972691,1
0,0,0.981341,1
2,2,0.832132,1
1,1,0.972364,1
2,2,0.991853,1
0,0,0.980487,1
1,1,0.972064,1
0,0,0.980883,1
1,1,0.97235,1
0,0,0.98109,1
2,2,0.988051,1
1,1,0.971846,1
0,0,0.981233,1
1,1,0.972343,1
0,0,0.980521,1
1,1,0.972699,1
2,2,0.991714,1
2,2,0.990212,1
2,2,0.929537,1
2,2,0.991209,1
2,2,0.970231,1
2,2,0.579838,1
2,2,0.970485,1
1,1,0.700688,1
1,1,0.972356,1
2,2,0.983757,1
0,0,0.980669,1
2,2,0.993032,1
2,2,0.974903,1
2,2,0.973516,1
1,1,0.971493,1
2,2,0.995021,1
1,1,0.586878,1
2,2,0.990174,1
1,1,0.971146,1
0,0,0.981136,1
2,2,0.991567,1
2,2,0.967915,1
1,1,0.971131,1
2,2,0.968312,1
0,0,0.980686,1
1,1,0.971877,1
2,2,0.971606,1
1,0,0.541946,0
0,0,0.981258,1
1,1,0.971719,1
2,2,0.977232,1
2,2,0.992605,1
2,2,0.989223,1
2,2,0.994413,1
1,1,0.691955,1
0,0,0.981302,1
1,1,0.971767,1
0,0,0.98087,1
0,0,0.981524,1
2,2,0.976148,1
0,0,0.981208,1
0,0,0.981116,1
0,0,0.981024,1
2,2,0.988108,1
0,0,0.980586,1
2,2,0.991818,1
2,2,0.993666,1
0,0,0.981045,1
2,2,0.992357,1
1,1,0.972004,1
1,1,0.971818,1
0,0,0.981151,1
1,1,0.623805,1
1,1,0.397231,1
2,2,0.969011,1
2,2,0.965671,1
1,1,0.972121,1
1,1,0.971877,1
1,1,0.972206,1
0,0,0.980464,1
0,1,0.605778,0
0,0,0.980935,1
2,2,0.990802,1
1,1,0.972391,1
2,2,0.969479,1
0,0,0.981204,1
2,2,0.972818,1
1,1,0.971726,1
1,1,0.972401,1
0,0,0.980951,1
0,0,0.981012,1
1,1,0.579966,1
2,2,0.858314,1
2,2,0.981413,1
1,0,0.63167,0
1,1,0.971748,1
0,1,0.662994,0
2,2,0.99264,1
1,1,0.972696,1
0,0,0.981412,1
0,0,0.980911,1
2,2,0.981561,1
0,0,0.980904,1
2,2,0.979376,1
0,0,0.981044,1
1,1,0.972429,1
0,0,0.981202,1
2,2,0.967133,1
1,1,0.972186,1
1,1,0.972571,1
2,2,0.99238,1
0,0,0.980822,1
0,0,0.98071,1
2,2,0.992885,1
0,0,0.980883,1
0,0,0.980887,1
2,2,0.992871,1
0,0,0.980556,1
0,0,0.980592,1
1,1,0.972426,1
1,1,0.971762,1
0,0,0.980958,1
0,0,0.980657,1
2,2,0.994296,1
2,2,0.978545,1
1,1,0.972081,1
1,1,0.971722,1
1,1,0.971576,1
0,0,0.981348,1
1,1,0.972282,1
2,2,0.992255,1
1,1,0.970909,1
0,0,0.981457,1
0,0,0.980977,1
2,2,0.967729,1
0,0,0.980844,1
0,0,0.980953,1
0,0,0.980834,1
0,0,0.98146,1
1,1,0.97274,1
2,2,0.991556,1
1,1,0.972506,1
1,1,0.972271,1
2,2,0.978902,1
1,1,0.972247,1
0,0,0.981141,1
1,1,0.972527,1
2,2,0.991388,1
0,0,0.980721,1
0,0,0.98132,1
2,2,0.972927,1
1,1,0.972447,1
2,2,0.925182,1
1,1,0.972141,1
1,1,0.972626,1
2,2,0.990505,1
0,0,0.980486,1
1,1,0.972296,1
0,0,0.980555,1
2,2,0.947129,1
1,1,0.972643,1
1,1,0.972778,1
2,2,0.975895,1
1,1,0.97161,1
2,2,0.994253,1
1,1,0.972408,1
1,1,0.972086,1
0,0,0.98074,1
0,0,0.9806,1
2,2,0.975616,1
2,2,0.968703,1
0,0,0.980542,1
2,2,0.970492,1
1,1,0.733677,1
1,1,0.972424,1
1,1,0.972129,1
1,1,0.971984,1
0,0,0.980691,1
1,1,0.972146,1
2,2,0.9751,1
1,1,0.358568,1
0,0,0.98127,1
1,1,0.972616,1
2,2,0.988394,1
2,2,0.991179,1
0,0,0.980624,1
1,1,0.971779,1
2,2,0.964962,1
1,1,0.971447,1
0,0,0.980879,1
2,2,0.980448,1
0,0,0.981118,1
1,1,0.972356,1
2,2,0.969755,1
1,1,0.972009,1
1,1,0.972659,1
2,2,0.993783,1
2,2,0.973946,1
1,1,0.728119,1
1,1,0.971451,1
1,1,0.972064,1
2,2,0.990914,1
0,0,0.981436,1
2,2,0.99245,1
0,0,0.980534,1
2,2,0.971763,1
2,2,0.991388,1
1,1,0.971816,1
1,1,0.972009,1
2,2,0.991307,1
1,1,0.972588,1
2,2,0.988859,1
0,0,0.981381,1
1,1,0.972727,1
1,1,0.661682,1
2,2,0.990546,1
1,1,0.972426,1
1,1,0.971722,1
0,0,0.981232,1
1,1,0.972064,1
2,2,0.972379,1
0,0,0.981705,1
1,1,0.972151,1
0,0,0.981248,1
0,0,0.980884,1
2,2,0.917167,1
2,2,0.966453,1
0,0,0.981071,1
1,1,0.971947,1
2,2,0.971075,1
1,1,0.972232,1
0,0,0.980759,1
1,1,0.972205,1
0,0,0.980794,1
2,2,0.993207,1
2,2,0.993103,1
0,0,0.980954,1
0,0,0.980738,1
1,1,0.972497,1
2,2,0.993277,1
0,0,0.981084,1
1,1,0.972267,1
0,0,0.980568,1
1,1,0.972127,1
0,0,0.980647,1
2,1,0.389483,0
1,1,0.97211,1
2,2,0.974236,1
0,0,0.589651,1
2,2,0.991481,1
1,1,0.405506,1
2,2,0.970807,1
1,1,0.972483,1
2,2,0.920231,1
0,0,0.981184,1
1,1,0.972036,1
0,0,0.980732,1
1,1,0.971517,1
2,2,0.979516,1
0,0,0.98146,1
0,0,0.980914,1
1,1,0.972675,1
1,1,0.972257,1
1,1,0.97253,1
2,2,0.993389,1
1,1,0.972194,1
0,0,0.981268,1
2,2,0.973011,1
1,1,0.971224,1
2,2,0.992948,1
2,2,0.993402,1
0,0,0.981032,1
0,0,0.980882,1
0,0,0.980819,1
1,1,0.972034,1
1,1,0.972368,1
2,2,0.992346,1
2,2,0.978146,1
1,1,0.971189,1
0,0,0.59484,1
0,0,0.981198,1
2,2,0.990277,1
2,2,0.990037,1
0,0,0.980751,1
0,0,0.980811,1
1,1,0.397231,1
0,0,0.981487,1
2,2,0.977265,1
1,1,0.971632,1
1,1,0.972179,1
1,1,0.971773,1
2,2,0.991525,1
2,2,0.992983,1
1,1,0.971801,1
1,1,0.971008,1
0,0,0.980873,1
2,2,0.991602,1
1,1,0.683971,1
1,1,0.972159,1
0,0,0.980707,1
1,1,0.972586,1
0,0,0.980475,1
2,2,0.479442,1
2,2,0.991408,1
0,0,0.981181,1
2,2,0.991742,1
1,1,0.972019,1
0,0,0.980272,1
0,0,0.981104,1
1,1,0.972577,1
0,0,0.980701,1
1,1,0.972567,1
0,0,0.981366,1
1,1,0.971931,1
1,1,0.972648,1
0,0,0.981302,1
2,2,0.972339,1
1,1,0.972105,1
0,0,0.98087,1
0,0,0.98045,1
2,2,0.988647,1
0,0,0.980362,1
0,0,0.98121,1
1,1,0.972081,1
2,2,0.976729,1
2,2,0.974228,1
1,1,0.972442,1
2,2,0.98735,1
1,1,0.972495,1
1,1,0.971091,1
0,0,0.980438,1
0,0,0.980753,1
2,2,0.995013,1
0,0,0.980957,1
1,1,0.972075,1
0,0,0.980827,1
0,0,0.980765,1
0,0,0.981202,1
0,0,0.980963,1
1,1,0.972471,1
1,1,0.971906,1
2,2,0.972249,1
1,1,0.972083,1
0,0,0.980935,1
1,1,0.97251,1
2,2,0.992635,1
1,1,0.971942,1
1,1,0.971785,1
0,0,0.980972,1
2,2,0.975313,1
2,2,0.992544,1
0,0,0.981487,1
2,2,0.975521,1
2,2,0.991767,1
2,2,0.990946,1
0,0,0.980803,1
2,2,0.524714,1
2,2,0.990909,1
0,0,0.980968,1
2,2,0.967572,1
0,0,0.981137,1
1,1,0.971377,1
0,0,0.980273,1
0,0,0.981275,1
1,1,0.972256,1
0,0,0.98068,1
0,0,0.980948,1
2,2,0.991663,1
2,2,0.988706,1
0,0,0.981102,1
2,2,0.967597,1
2,2,0.977536,1
2,2,0.584934,1
1,1,0.972266,1
0,0,0.981307,1
0,0,0.980634,1
0,0,0.981286,1
0,0,0.981307,1
1,1,0.97233,1
2,2,0.98001,1
2,2,0.971192,1
2,2,0.970789,1
0,0,0.981442,1
1,1,0.971895,1
1,1,0.972328,1
0,0,0.980637,1
1,1,0.972332,1
2,2,0.979022,1
0,0,0.981022,1
2,2,0.993807,1
0,0,0.980586,1
1,1,0.972,1
2,1,0.574039,0
1,1,0.972238,1
1,1,0.972528,1
0,0,0.804121,1
0,1,0.520278,0
0,0,0.981408,1
1,1,0.97288,1
1,1,0.972056,1
0,0,0.981174,1
0,0,0.980993,1
2,2,0.951045,1
0,0,0.980257,1
1,1,0.972138,1
2,2,0.978644,1
0,0,0.980413,1
1,1,0.971376,1
0,0,0.980819,1
1,1,0.972259,1
1,1,0.97201,1
1,1,0.972544,1
2,2,0.959731,1
1,1,0.441222,1
1,1,0.629376,1
0,0,0.980724,1
2,2,0.992553,1
0,0,0.981693,1
1,1,0.972307,1
1,1,0.97153,1
0,0,0.98069,1
0,0,0.981408,1
1,1,0.782999,1
0,0,0.980922,1
1,1,0.972133,1
0,0,0.660396,1
1,1,0.971723,1
0,0,0.980728,1
2,2,0.478523,1
0,0,0.981087,1
1,1,0.972528,1
0,0,0.980834,1
0,0,0.981405,1
1,1,0.972648,1
1,1,0.972474,1
0,0,0.981195,1
1,1,0.972485,1
0,0,0.980948,1
0,0,0.980842,1
2,2,0.99304,1
0,0,0.981213,1
2,2,0.67035,1
0,0,0.98097,1
2,2,0.977924,1
1,1,0.972006,1
1,1,0.97189,1
2,2,0.99305,1
0,0,0.980898,1
2,2,0.761431,1
1,1,0.972402,1
2,2,0.982612,1
2,2,0.977831,1
1,2,0.579261,0
1,1,0.405506,1
1,1,0.972643,1
0,0,0.980756,1
0,0,0.980987,1
2,2,0.993657,1
1,1,0.971848,1
2,2,0.99358,1
2,2,0.988922,1
1,1,0.972654,1
0,0,0.980352,1
2,2,0.965514,1
0,0,0.981084,1
0,0,0.980939,1
1,1,0.971939,1
2,2,0.990647,1
2,2,0.982401,1
0,0,0.980855,1
0,0,0.980637,1
0,0,0.981067,1
1,1,0.972084,1
2,2,0.992852,1
0,0,0.980568,1
0,0,0.980795,1
2,2,0.993693,1
2,2,0.956767,1
0,0,0.980533,1
0,0,0.98131,1
2,2,0.747286,1
0,0,0.980913,1
1,1,0.972009,1
0,0,0.98089,1
0,0,0.981082,1
1,1,0.971305,1
2,2,0.985456,1
1,1,0.972205,1
1,1,0.971895,1
1,1,0.971556,1
1,1,0.972421,1
0,0,0.980948,1
2,2,0.79158,1
0,0,0.980655,1
2,2,0.993607,1
1,1,0.971868,1
0,0,0.981315,1
2,2,0.972498,1
1,1,0.58669,1
0,0,0.980931,1
1,1,0.972361,1
0,1,0.623337,0
1,1,0.971922,1
2,2,0.988017,1
2,2,0.905372,1
0,0,0.981336,1
2,2,0.798345,1
2,2,0.99299,1
0,0,0.981275,1
0,0,0.980952,1
0,0,0.779965,1
2,2,0.98042,1
2,2,0.98939,1
1,1,0.972575,1
0,0,0.98058,1
1,2,0.434762,0
1,1,0.971902,1
1,1,0.972311,1
1,1,0.972257,1
0,0,0.981143,1
0,0,0.981325,1
1,1,0.971775,1
0,0,0.980336,1
2,2,0.987688,1
2,2,0.967551,1
0,0,0.980568,1
2,2,0.88313,1
0,0,0.980839,1
2,2,0.982596,1
0,0,0.980796,1
2,2,0.992913,1
0,0,0.980645,1
1,1,0.972367,1
2,2,0.990752,1
2,2,0.991106,1
2,2,0.97881,1
2,2,0.843,1
1,1,0.9718,1
0,0,0.981058,1
0,0,0.981104,1
1,0,0.57034,0
1,1,0.972261,1
0,0,0.980825,1
0,0,0.981279,1
2,2,0.99346,1
2,2,0.991281,1
0,0,0.980806,1
2,2,0.989384,1
1,1,0.972445,1
2,2,0.977664,1
1,1,0.972362,1
2,2,0.993408,1
2,2,0.647839,1
0,1,0.745539,0
2,2,0.979002,1
0,0,0.980945,1
0,0,0.980655,1
1,1,0.972497,1
1,1,0.972597,1
1,1,0.972074,1
0,0,0.980745,1
1,1,0.972465,1
0,0,0.980806,1
1,1,0.971451,1
2,2,0.963868,1
1,1,0.971641,1
2,2,0.993839,1
0,0,0.98099,1
2,2,0.977341,1
0,0,0.980978,1
2,2,0.991515,1
0,0,0.98022,1
2,2,0.992824,1
2,2,0.990394,1
0,0,0.980472,1
0,0,0.980897,1
0,0,0.981096,1
2,2,0.972092,1
2,2,0.973467,1
2,2,0.981945,1
1,1,0.972533,1
0,0,0.980821,1
0,0,0.981347,1
2,2,0.9887,1
2,2,0.978071,1
1,1,0.971508,1
1,1,0.532466,1
2,2,0.96754,1
2,2,0.517995,1
0,0,0.980872,1
0,0,0.981074,1
0,0,0.981089,1
0,0,0.981081,1
0,0,0.981155,1
1,0,0.63167,0
1,1,0.972153,1
2,2,0.990812,1
1,1,0.972722,1
0,0,0.980746,1
1,1,0.972007,1
0,0,0.981068,1
2,2,0.993184,1
1,1,0.636722,1
0,0,0.980553,1
1,1,0.972084,1
1,1,0.972353,1
1,1,0.971982,1
2,2,0.991164,1
0,0,0.980866,1
1,1,0.971925,1
0,0,0.980781,1
0,0,0.489983,1
2,2,0.992276,1
0,0,0.980906,1
1,1,0.971421,1
2,2,0.96675,1
0,0,0.980663,1
2,2,0.972364,1
1,1,0.971338,1
2,2,0.994713,1
1,1,0.972371,1
0,0,0.980347,1
0,0,0.829083,1
2,2,0.992628,1
2,2,0.976176,1
2,2,0.97689,1
1,1,0.972316,1
2,2,0.979725,1
2,2,0.993319,1
2,2,0.974938,1
1,1,0.971325,1
1,1,0.970909,1
2,2,0.977193,1
1,1,0.971651,1
1,1,0.972567,1
1,1,0.971949,1
1,1,0.971432,1
2,2,0.975323,1
0,0,0.980591,1
1,1,0.972432,1
1,1,0.972205,1
0,0,0.98144,1
2,2,0.965839,1
0,0,0.980755,1
2,2,0.993124,1
2,2,0.975248,1
2,1,0.507833,0
2,2,0.975961,1
2,1,0.972759,0
2,2,0.987921,1
1,1,0.972296,1
1,1,0.74407,1
2,2,0.931121,1
2,2,0.631818,1
0,0,0.98044,1
1,1,0.972474,1
0,0,0.980612,1
2,2,0.991759,1
1,1,0.972384,1
0,0,0.980908,1
2,2,0.960793,1
2,2,0.931324,1
0,0,0.980872,1
0,0,0.980694,1
1,1,0.972126,1
2,2,0.977904,1
2,2,0.97886,1
2,2,0.982308,1
1,1,0.972544,1
1,1,0.971922,1
2,2,0.989491,1
2,2,0.993734,1
2,2,0.989007,1
2,2,0.973643,1
2,2,0.9914,1
0,0,0.656737,1
2,2,0.992329,1
1,1,0.972177,1
0,0,0.980926,1
1,1,0.391043,1
1,1,0.972168,1
1,1,0.97207,1
2,2,0.993122,1
1,1,0.972018,1
1,1,0.971544,1
1,1,0.972468,1
1,1,0.61406,1
0,0,0.980948,1
0,0,0.980273,1
1,1,0.97215,1
2,2,0.995099,1
0,0,0.754776,1
0,1,0.602377,0
1,1,0.971853,1
0,1,0.680296,0
1,1,0.972135,1
1,1,0.972411,1
1,1,0.97284,1
0,0,0.981714,1
2,2,0.6711,1
0,0,0.981232,1
2,2,0.99365,1
0,0,0.981144,1
2,2,0.995318,1
0,0,0.980781,1
1,1,0.97224,1
2,2,0.992106,1
1,1,0.972485,1
0,0,0.980747,1
0,0,0.980919,1
0,0,0.981009,1
1,1,0.971776,1
2,2,0.968035,1
0,0,0.980987,1
2,2,0.975854,1
1,1,0.971493,1
1,1,0.583111,1
2,2,0.955105,1
2,2,0.993558,1
1,1,0.972257,1
0,0,0.98087,1
1,1,0.97201,1
1,1,0.972314,1
1,1,0.704509,1
1,1,0.972478,1
0,0,0.980693,1
1,1,0.565894,1
0,0,0.980685,1
0,0,0.980912,1
2,2,0.974274,1
1,1,0.97248,1
2,2,0.992285,1
2,2,0.976139,1
2,2,0.825534,1
0,0,0.980612,1
2,2,0.990054,1
0,0,0.981423,1
0,0,0.980534,1
0,0,0.98124,1
0,0,0.980287,1
2,2,0.990113,1
2,2,0.957463,1
0,0,0.981282,1
2,2,0.978955,1
2,2,0.990644,1
1,1,0.972623,1
1,1,0.972247,1
1,1,0.971593,1
2,2,0.991026,1
1,1,0.971338,1
2,2,0.99317,1
2,2,0.98039,1
1,1,0.972318,1
0,0,0.981302,1
1,1,0.972675,1
1,1,0.971871,1
1,1,0.972669,1
1,1,0.687604,1
2,2,0.989429,1
0,0,0.980525,1
1,1,0.971726,1
0,0,0.980845,1
2,2,0.966946,1
0,0,0.98093,1
2,2,0.922143,1
2,2,0.967914,1
0,0,0.981064,1
1,1,0.97215,1
1,1,0.972734,1
0,0,0.980838,1
2,2,0.9944,1
2,2,0.979515,1
0,0,0.980694,1
2,2,0.96463,1
0,0,0.981245,1
1,1,0.972731,1
0,0,0.981147,1
0,0,0.980874,1
0,0,0.981018,1
2,2,0.979862,1
1,1,0.97182,1
2,2,0.990454,1
1,1,0.972345,1
0,0,0.981532,1
0,0,0.98109,1
0,0,0.980543,1
2,2,0.973944,1
2,2,0.979066,1
2,2,0.777655,1
0,0,0.980617,1
2,2,0.988198,1
1,1,0.972097,1
2,2,0.988261,1
1,1,0.971585,1
0,0,0.981161,1
1,1,0.97195,1
1,1,0.58669,1
0,0,0.980834,1
2,2,0.977401,1
0,0,0.980777,1
2,2,0.990954,1
1,1,0.972212,1
0,0,0.980819,1
2,2,0.970164,1
